int_rate,annual_inc,loan_amnt,defaulted
12.99,75000.0,7000.0,0
11.99,115000.0,4500.0,0
11.99,61000.0,14075.0,0
11.99,122000.0,25000.0,1
6.49,234860.0,9975.0,0
11.44,71000.0,3200.0,0
9.49,68500.0,17600.0,1
12.99,100000.0,35000.0,1
11.44,48000.0,15000.0,0
14.99,39707.0,14600.0,0
11.44,40000.0,5000.0,0
10.49,55000.0,12000.0,1
8.19,131053.0,16000.0,1
14.99,42000.0,1000.0,0
17.86,21000.0,1300.0,0
14.99,122400.0,35000.0,1
13.66,40000.0,6000.0,0
6.99,49800.0,4000.0,0
8.19,105000.0,21000.0,1
20.99,175000.0,24000.0,0
16.49,50000.0,18000.0,0
13.66,51008.52,7000.0,0
13.66,31000.0,1000.0,0
8.67,100000.0,28000.0,1
8.19,65000.0,5600.0,1
17.14,45900.0,3000.0,0
14.99,95000.0,9125.0,0
18.54,39000.0,14800.0,1
15.99,33414.0,5400.0,0
6.49,84000.0,15000.0,0
7.49,22800.0,5400.0,0
7.49,36000.0,2800.0,0
6.49,56000.0,13000.0,0
14.99,214677.0,21000.0,0
6.99,70300.0,28000.0,1
17.14,45000.0,15000.0,0
13.66,115000.0,7200.0,0
12.99,153000.0,35000.0,0
25.8,37000.0,10600.0,0
12.99,47000.0,20000.0,1
14.99,25000.0,4800.0,0
17.86,30000.0,5950.0,0
19.99,70000.0,23450.0,1
16.49,83000.0,16000.0,1
6.03,65000.0,10000.0,0
22.99,20000.0,1200.0,0
12.99,103000.0,21000.0,1
12.99,85000.0,10000.0,1
14.99,87000.0,16650.0,1
11.44,51000.0,9900.0,0
6.49,182004.0,20000.0,0
14.31,70000.0,20000.0,1
10.49,98000.0,18000.0,1
14.99,90084.0,13500.0,1
12.99,75000.0,22200.0,1
14.31,58213.0,12000.0,0
7.49,65000.0,12000.0,0
6.49,60000.0,6000.0,0
12.39,54000.0,7000.0,0
11.99,132795.0,20000.0,1
22.99,55000.0,24725.0,1
11.44,150000.0,24700.0,1
10.49,142000.0,15000.0,1
14.31,109000.0,12000.0,1
15.59,95000.0,14400.0,1
19.24,100000.0,20000.0,1
13.66,196000.0,21000.0,0
17.14,75000.0,21000.0,1
13.66,75000.0,6000.0,0
15.59,95000.0,20000.0,1
8.19,231598.0,28000.0,0
11.44,55000.0,12000.0,0
9.49,94000.0,8000.0,0
11.44,97000.0,4000.0,0
6.49,67000.0,3000.0,0
15.59,63000.0,23925.0,1
16.49,100000.0,5500.0,0
14.31,80000.0,28000.0,1
7.49,54000.0,7200.0,0
8.67,57780.0,9000.0,0
8.67,66000.0,15800.0,1
12.39,94000.0,5600.0,1
8.67,55967.0,12000.0,0
14.31,209440.0,35000.0,0
12.39,91000.0,22200.0,1
12.39,55000.0,9000.0,0
11.44,204957.0,17500.0,0
10.49,43000.0,10300.0,0
24.5,90000.0,6075.0,0
8.19,105000.0,30000.0,1
24.5,45770.0,9500.0,0
12.39,50000.0,8000.0,0
9.49,50000.0,2500.0,0
12.99,57500.0,28000.0,1
11.99,106000.0,8000.0,0
11.44,50000.0,12000.0,1
6.99,93000.0,4500.0,0
9.49,38400.0,13800.0,1
6.99,150000.0,6400.0,1
25.8,32000.0,10800.0,0
14.31,90000.0,15000.0,1
8.19,100000.0,6000.0,0
8.67,28000.0,7000.0,0
12.99,25000.0,5000.0,0
10.49,25000.0,8000.0,0
8.19,44000.0,7200.0,0
11.44,120000.0,35000.0,1
11.99,43000.0,6500.0,0
12.99,62000.0,12000.0,1
11.44,27000.0,10000.0,0
6.99,245428.0,28000.0,0
14.99,50000.0,16500.0,0
12.99,26600.0,11700.0,0
17.14,74507.0,15000.0,1
12.99,24000.0,2000.0,0
23.99,90000.0,20175.0,1
8.19,75000.0,20000.0,1
16.49,43000.0,12000.0,0
17.86,72000.0,18000.0,1
7.49,32000.0,10000.0,0
11.99,80000.0,15000.0,0
7.49,74336.0,14200.0,1
11.99,52000.0,6000.0,0
14.99,34500.0,2000.0,0
10.49,31558.0,1625.0,0
13.66,40000.0,10000.0,0
8.67,93000.0,30000.0,1
15.59,86000.0,35000.0,1
17.14,25000.0,6000.0,0
8.67,90000.0,4600.0,0
7.49,53000.0,10000.0,0
13.66,35000.0,6000.0,0
9.49,80000.0,6000.0,1
17.86,40000.0,13200.0,0
11.99,68500.0,24000.0,1
9.49,52000.0,11250.0,0
6.99,72253.11,10000.0,0
14.31,45000.0,4800.0,0
12.39,82000.0,20000.0,1
22.99,55000.0,8000.0,1
8.19,60000.0,4000.0,0
14.31,85000.0,10000.0,1
13.66,53500.0,7475.0,0
19.99,54000.0,26925.0,1
12.99,42000.0,20000.0,0
11.44,78000.0,10000.0,0
6.49,50000.0,10500.0,0
6.03,42100.0,13200.0,0
10.49,93730.0,6000.0,0
14.99,104000.0,24000.0,1
6.03,245707.0,15000.0,0
20.99,62000.0,18550.0,1
11.44,65000.0,15000.0,1
16.49,50000.0,15000.0,0
8.19,86000.0,5000.0,0
8.19,40000.0,6000.0,0
9.49,93000.0,20000.0,1
14.31,62000.0,6000.0,0
8.67,110000.0,11200.0,0
13.66,42000.0,10000.0,0
12.99,100000.0,16800.0,1
10.49,120000.0,10000.0,1
13.66,55000.0,20000.0,1
19.24,105000.0,35000.0,1
6.99,201961.0,10000.0,0
11.99,54000.0,4000.0,0
18.54,160000.0,2400.0,0
8.67,86000.0,2400.0,0
12.39,90000.0,33000.0,1
10.49,43000.0,3000.0,0
15.99,82000.0,10000.0,0
12.99,41500.0,12000.0,0
16.49,80000.0,19000.0,1
15.99,70000.0,25075.0,1
15.99,120000.0,25200.0,1
17.14,44107.0,15875.0,1
10.49,105000.0,20000.0,1
10.49,88000.0,10000.0,0
14.99,55000.0,4000.0,1
8.19,55000.0,5000.0,0
14.31,76500.0,3000.0,0
9.49,98000.0,8000.0,1
25.89,75000.0,25575.0,1
9.49,38000.0,6500.0,0
7.49,68000.0,10000.0,0
11.99,100000.0,32000.0,1
13.66,110000.0,6000.0,0
15.99,51500.0,18500.0,0
6.99,140000.0,1500.0,0
23.99,47500.0,23075.0,0
14.99,95000.0,31200.0,1
7.49,61000.0,20000.0,1
6.99,73000.0,12000.0,0
22.99,52800.0,17875.0,1
19.24,65888.0,21600.0,1
17.86,50000.0,16950.0,0
12.99,18000.0,7000.0,0
19.24,88000.0,27125.0,1
11.44,80000.0,20000.0,1
15.59,90000.0,5000.0,0
11.44,115000.0,20000.0,1
11.44,240559.0,10000.0,0
14.99,80234.0,12000.0,0
25.83,234165.0,31500.0,0
7.49,50500.0,12000.0,1
11.44,22000.0,3000.0,0
16.49,54000.0,15000.0,0
12.39,25000.0,9475.0,0
6.49,125000.0,24000.0,1
10.49,130000.0,35000.0,1
12.99,48400.0,4000.0,0
14.99,91540.0,27425.0,1
14.99,72000.0,3000.0,0
12.39,60000.0,6300.0,0
10.49,150000.0,10000.0,1
15.59,75000.0,15000.0,1
8.67,44000.0,10500.0,0
14.31,48000.0,11200.0,0
14.99,40000.0,7800.0,0
15.59,65000.0,14000.0,0
14.99,39315.14,6000.0,0
18.54,65000.0,10000.0,1
7.49,60000.0,12000.0,1
12.99,75000.0,7200.0,0
18.54,55400.0,7000.0,0
12.99,105000.0,6000.0,0
15.99,86000.0,14100.0,1
15.59,20280.0,9500.0,0
12.99,75000.0,15000.0,0
12.99,80000.0,35000.0,1
15.59,30000.0,10000.0,0
16.49,204367.0,35000.0,0
13.66,130000.0,7000.0,1
11.44,50000.0,10000.0,0
12.39,48000.0,4000.0,0
6.99,60000.0,8000.0,0
17.86,18536.0,5400.0,0
11.44,45000.0,5000.0,0
12.39,78000.0,10000.0,0
15.99,80000.0,23575.0,1
7.49,90000.0,6000.0,0
15.59,72000.0,8225.0,0
19.24,123000.0,35000.0,1
11.99,25000.0,8000.0,0
14.31,130000.0,25000.0,1
17.86,84000.0,35000.0,1
18.54,74000.0,10000.0,0
8.19,100000.0,28000.0,1
9.49,64480.0,6000.0,0
16.49,245430.0,35000.0,0
11.44,60000.0,6500.0,0
11.44,33000.0,5500.0,0
12.99,30000.0,8000.0,0
11.99,79000.0,20000.0,1
17.14,84000.0,21725.0,1
12.39,99000.0,14000.0,1
12.39,25000.0,9000.0,0
8.19,60000.0,18000.0,1
6.49,35000.0,2900.0,0
12.99,51500.0,8200.0,0
12.99,85000.0,5000.0,0
6.03,66000.0,8400.0,0
20.99,160000.0,24000.0,0
17.86,50000.0,16000.0,0
12.99,80000.0,18000.0,1
14.99,68500.0,13950.0,1
10.49,43000.0,11900.0,0
10.49,35000.0,5000.0,0
15.59,27000.0,5325.0,0
11.44,43000.0,6300.0,1
12.39,53000.0,11200.0,0
14.99,75000.0,8325.0,0
6.03,47250.0,11000.0,0
16.49,45219.0,3200.0,0
14.31,40000.0,1500.0,0
12.39,110000.0,30000.0,1
17.86,42000.0,12600.0,0
15.59,54418.0,5100.0,0
17.14,95080.0,35000.0,1
14.31,180000.0,33000.0,0
19.99,76000.0,12875.0,1
15.59,58718.0,7000.0,0
15.99,65000.0,15000.0,1
6.49,30000.0,6400.0,0
16.49,60000.0,7650.0,0
12.99,73000.0,6000.0,0
9.49,95000.0,12000.0,0
6.99,75000.0,6600.0,0
19.99,36000.0,12850.0,0
6.99,120000.0,10000.0,1
12.39,103000.0,3800.0,0
16.49,28080.0,2975.0,0
7.49,89000.0,10000.0,1
22.99,54000.0,5000.0,0
15.59,46000.0,11600.0,0
8.19,66000.0,15000.0,1
20.99,40000.0,14325.0,1
19.99,125000.0,35000.0,1
13.66,95000.0,15000.0,1
17.14,60000.0,29775.0,1
16.49,90000.0,6075.0,0
15.99,42225.82,18000.0,0
15.59,43000.0,18875.0,1
6.99,50000.0,10000.0,0
14.99,75000.0,17000.0,1
7.49,60000.0,11275.0,0
11.99,65000.0,4800.0,0
10.49,100000.0,7200.0,0
7.49,37000.0,12000.0,0
12.99,84000.0,12600.0,1
13.66,34000.0,3500.0,0
11.99,80000.0,4800.0,0
24.99,104000.0,10725.0,1
9.49,115000.0,24000.0,1
12.99,75000.0,3850.0,0
7.49,80000.0,15000.0,1
11.99,52000.0,8000.0,0
19.99,75376.0,14800.0,1
10.49,42000.0,10000.0,0
11.44,45000.0,6500.0,0
10.49,40000.0,6000.0,0
17.86,79450.0,35000.0,1
9.49,39000.0,12000.0,0
6.49,87000.0,6000.0,0
14.31,97000.0,6600.0,0
11.99,42000.0,15000.0,0
10.49,38380.0,10750.0,0
19.24,120000.0,28000.0,1
7.49,90000.0,8000.0,0
12.99,50000.0,13750.0,0
16.49,61000.0,14000.0,0
18.54,78847.0,16000.0,1
12.99,82000.0,10800.0,1
12.39,40000.0,15000.0,0
12.99,64000.0,9600.0,0
14.99,172000.0,35000.0,0
8.6,70000.0,13750.0,1
18.24,65190.0,3600.0,0
14.99,47500.0,12000.0,1
13.98,32500.0,5275.0,0
15.61,49000.0,18900.0,1
23.7,90000.0,8000.0,0
24.08,76500.0,17350.0,0
17.57,70000.0,25000.0,1
7.69,70000.0,7200.0,1
18.24,83000.0,10000.0,1
24.99,75000.0,17100.0,1
9.99,43653.38,10000.0,0
14.3,65000.0,6000.0,0
17.76,91746.0,21000.0,1
19.2,53184.0,3525.0,0
18.24,29000.0,11550.0,0
20.2,58000.0,3600.0,0
16.29,65000.0,24625.0,1
13.35,55000.0,18000.0,0
15.61,65000.0,7400.0,0
17.1,85000.0,27575.0,1
14.99,105000.0,20000.0,1
16.99,72000.0,1600.0,0
17.57,28000.0,2800.0,0
14.99,118000.0,20000.0,1
10.99,46000.0,2000.0,0
17.1,56000.0,24575.0,1
14.3,68000.0,14125.0,0
13.67,62300.0,22050.0,1
17.1,84000.0,16100.0,1
9.99,48000.0,13000.0,0
24.08,67500.0,29500.0,1
13.98,36000.0,15825.0,1
10.99,35000.0,7000.0,0
24.5,113000.0,28800.0,1
23.43,44200.0,12000.0,0
10.99,28496.0,5000.0,0
19.52,47000.0,8200.0,0
14.99,55000.0,15000.0,0
24.5,102000.0,2800.0,0
19.52,246593.0,35000.0,0
19.52,58000.0,25450.0,1
25.57,75000.0,30000.0,1
16.99,41800.0,12800.0,1
25.99,78000.0,24925.0,1
14.99,63000.0,13225.0,0
25.83,65000.0,23350.0,1
18.99,78500.0,20400.0,1
19.52,67000.0,21000.0,1
22.15,45000.0,14400.0,0
10.15,110000.0,16000.0,1
19.52,101000.0,30000.0,1
13.35,72000.0,10000.0,0
19.52,45000.0,12000.0,0
11.99,35000.0,9750.0,1
17.1,80000.0,24925.0,1
18.24,93000.0,25000.0,1
15.61,48000.0,16750.0,0
15.61,47852.0,12600.0,0
10.99,60000.0,15000.0,1
24.99,50000.0,14375.0,0
18.55,34500.0,3625.0,0
13.35,28000.0,9450.0,0
19.52,56000.0,16000.0,1
19.52,47357.0,9600.0,0
11.67,26800.0,11975.0,0
13.98,40000.0,5000.0,0
19.2,50000.0,16000.0,0
12.99,60000.0,7200.0,0
17.1,30000.0,8325.0,0
16.99,70000.0,10800.0,1
13.35,120000.0,8000.0,1
14.49,42000.0,17000.0,0
18.99,42000.0,18450.0,0
19.2,63000.0,3500.0,0
15.61,100000.0,35000.0,1
16.29,71500.0,18350.0,1
10.15,80000.0,35000.0,1
18.99,56000.0,13000.0,0
23.7,100000.0,28000.0,1
13.98,32500.0,6250.0,0
19.2,16992.0,4800.0,0
23.43,69000.0,4000.0,0
14.49,60000.0,20000.0,1
16.2,45000.0,8000.0,0
10.15,85000.0,18000.0,1
21.0,60000.0,26500.0,1
13.67,45000.0,16000.0,1
13.67,43192.0,11325.0,1
16.2,32000.0,10625.0,0
13.35,35857.0,12850.0,0
17.57,69000.0,20000.0,1
15.61,45000.0,15000.0,0
15.61,45000.0,19750.0,0
13.98,42000.0,6800.0,0
13.35,30000.0,10000.0,0
14.49,217987.0,35000.0,0
14.3,30000.0,9000.0,0
10.99,51000.0,13000.0,0
17.76,95000.0,16000.0,1
13.35,42000.0,5000.0,0
18.24,145000.0,25000.0,1
18.55,99000.0,30000.0,1
24.5,160000.0,30000.0,0
15.1,82500.0,14400.0,1
18.55,80000.0,6400.0,0
17.1,25000.0,8325.0,0
11.67,15000.0,6225.0,0
14.3,50000.0,16000.0,0
16.29,43820.0,13000.0,0
17.76,63913.0,22400.0,1
12.49,55000.0,10000.0,1
15.1,38000.0,12000.0,0
15.1,63000.0,19200.0,1
15.1,31000.0,10750.0,0
23.4,71998.0,25000.0,1
11.99,45000.0,13000.0,1
20.2,61200.0,20475.0,1
23.4,76800.0,12000.0,0
15.61,22000.0,2000.0,0
16.29,42000.0,12000.0,0
17.57,40000.0,16000.0,0
23.4,88000.0,35000.0,1
16.29,70000.0,12325.0,1
12.49,40000.0,12000.0,0
24.99,46000.0,15625.0,1
6.97,85000.0,8000.0,0
14.49,34000.0,9600.0,0
26.06,90000.0,27275.0,1
7.69,24000.0,10000.0,0
14.99,85000.0,20000.0,1
16.2,130000.0,16800.0,1
23.4,65000.0,13200.0,1
14.49,50000.0,24950.0,1
14.99,58000.0,26650.0,1
12.49,60000.0,11200.0,1
19.52,65000.0,17000.0,1
18.24,50000.0,18000.0,0
9.17,65880.0,31000.0,1
14.99,70000.0,18000.0,1
11.67,58000.0,5000.0,0
17.1,65000.0,14400.0,0
14.99,110000.0,30000.0,1
25.83,150000.0,16000.0,1
18.99,74000.0,20000.0,0
15.61,50000.0,22325.0,1
10.15,50000.0,15000.0,0
23.1,43028.0,15000.0,0
15.61,62400.0,22575.0,1
16.99,72000.0,20975.0,1
10.99,54000.0,15000.0,0
18.99,75000.0,31450.0,1
21.7,20000.0,4750.0,0
17.57,32000.0,4000.0,0
10.99,52000.0,20675.0,0
15.61,120000.0,18000.0,1
17.1,75000.0,16000.0,1
15.1,53000.0,23850.0,1
11.99,86500.0,6000.0,0
17.1,45000.0,9000.0,0
20.99,14760.0,4400.0,0
20.99,41000.0,13000.0,1
23.1,58800.0,12000.0,1
17.76,72000.0,30000.0,1
24.99,42000.0,15100.0,0
10.15,62000.0,9000.0,0
19.52,70000.0,26250.0,1
20.2,85100.0,21925.0,1
15.61,87000.0,26600.0,1
10.99,128000.0,32000.0,1
17.1,19881.0,5500.0,0
25.8,50000.0,22000.0,1
10.99,44000.0,19750.0,1
23.4,50000.0,13750.0,0
24.99,24632.49,1750.0,0
19.52,47000.0,20675.0,1
14.49,48000.0,11200.0,0
11.67,120000.0,8425.0,1
25.83,65000.0,23325.0,1
17.57,30000.0,10000.0,0
19.52,25000.0,3250.0,0
14.99,80000.0,20000.0,1
16.2,72000.0,25450.0,1
24.5,66000.0,16000.0,0
19.2,118000.0,4800.0,0
15.61,42000.0,16000.0,0
13.67,55000.0,17000.0,1
22.4,14000.0,2750.0,0
24.99,50000.0,15000.0,0
13.98,50000.0,5900.0,0
16.29,105000.0,20000.0,1
17.57,46000.0,17700.0,0
19.52,80000.0,11500.0,0
19.52,128000.0,35000.0,1
19.52,25000.0,4500.0,0
18.99,79500.0,29850.0,1
18.55,49360.0,17375.0,1
19.52,32000.0,3225.0,0
16.29,80000.0,19200.0,1
13.98,35000.0,14700.0,0
24.99,55000.0,15250.0,0
12.99,41000.0,14900.0,0
24.5,75000.0,30000.0,1
10.99,63000.0,19050.0,0
16.99,50000.0,13450.0,0
23.43,94000.0,18400.0,1
17.57,75000.0,12000.0,0
14.3,50000.0,6500.0,0
10.99,58000.0,15000.0,1
23.1,212807.0,30000.0,0
22.15,53000.0,23275.0,1
6.97,95000.0,10000.0,1
12.49,60000.0,5100.0,0
12.99,38500.0,7000.0,0
13.67,43000.0,10000.0,0
19.52,90000.0,32000.0,1
20.2,9024.0,1900.0,0
24.99,65000.0,29175.0,1
15.61,38224.0,15000.0,1
20.2,62000.0,26000.0,1
17.57,75000.0,6500.0,1
24.99,175000.0,25000.0,1
20.2,52000.0,16650.0,1
19.52,100000.0,35000.0,1
20.2,55000.0,21975.0,1
8.39,70000.0,12000.0,0
11.67,38188.0,9000.0,0
12.99,119000.0,20000.0,1
18.24,65000.0,16500.0,1
11.99,54700.0,8000.0,0
24.5,78853.0,35000.0,1
16.99,51125.0,16000.0,0
13.98,48000.0,13000.0,0
24.08,39000.0,15000.0,0
22.15,70000.0,10000.0,0
12.49,42761.0,12000.0,0
11.99,75000.0,10000.0,0
15.1,104000.0,20000.0,1
20.2,50000.0,16675.0,1
13.35,42500.0,16000.0,1
12.99,60000.0,7000.0,0
19.52,100009.0,12000.0,1
25.57,67200.0,17500.0,1
20.2,30000.0,7000.0,0
21.7,45000.0,10000.0,0
17.57,40000.0,12000.0,0
11.99,53400.0,23500.0,1
14.49,145000.0,10000.0,1
25.57,75000.0,11450.0,1
15.61,42000.0,18825.0,1
14.3,130000.0,21000.0,1
12.99,100000.0,30000.0,1
17.1,80000.0,17950.0,1
22.15,90000.0,11125.0,1
20.2,64000.0,12000.0,1
25.57,30000.0,4925.0,0
14.99,40000.0,3600.0,0
9.25,49000.0,13200.0,0
19.52,45000.0,8875.0,0
16.2,55000.0,18000.0,0
12.99,25000.0,5600.0,0
9.99,85002.0,14000.0,1
20.2,97936.0,35000.0,1
13.35,80000.0,13500.0,1
24.99,85000.0,17500.0,1
23.1,84000.0,23675.0,1
18.55,35000.0,2000.0,0
15.61,80000.0,14800.0,1
19.52,63000.0,27900.0,1
12.99,55000.0,20125.0,1
17.1,147000.0,35000.0,1
20.2,30000.0,3625.0,0
16.99,36000.0,14375.0,0
12.99,48000.0,8400.0,0
23.1,62500.0,5500.0,0
10.99,40000.0,7200.0,0
12.99,33000.0,9075.0,0
10.99,60000.0,10000.0,0
23.1,58800.0,25975.0,1
25.89,45000.0,16175.0,0
22.4,63000.0,28200.0,1
22.4,85000.0,15000.0,1
25.8,48000.0,19075.0,1
10.99,70000.0,4800.0,0
19.52,63000.0,10000.0,0
14.49,47000.0,11250.0,0
10.15,96000.0,30000.0,1
24.99,47000.0,18225.0,1
11.67,24700.0,5000.0,0
15.1,38000.0,9000.0,0
14.99,50000.0,10000.0,0
12.99,41000.0,10000.0,0
16.99,130000.0,10650.0,1
7.69,85000.0,20000.0,1
11.67,25000.0,5500.0,0
21.7,65000.0,22050.0,1
23.43,90000.0,12000.0,1
9.99,45000.0,13000.0,0
14.49,40000.0,16000.0,0
14.3,100000.0,20000.0,1
13.98,85000.0,12000.0,1
16.2,59600.0,12000.0,0
7.62,54000.0,3000.0,0
25.57,100000.0,23675.0,1
17.76,60000.0,26500.0,1
12.99,85000.0,7500.0,1
17.76,72300.0,14125.0,1
17.1,95000.0,35000.0,1
10.99,36000.0,15875.0,1
15.61,85000.0,10000.0,1
16.99,28700.0,8000.0,0
22.15,74000.0,32500.0,1
17.1,51000.0,17325.0,0
14.49,60800.0,10000.0,0
14.99,28000.0,4225.0,0
23.4,63000.0,10000.0,0
25.99,211643.0,29325.0,0
16.2,125000.0,18000.0,1
6.03,60000.0,21100.0,1
22.15,56000.0,20950.0,1
9.17,209948.0,28000.0,0
18.55,46000.0,7200.0,0
16.99,71000.0,13600.0,1
15.61,43344.0,19500.0,1
20.99,61788.0,22200.0,1
16.29,50000.0,1600.0,0
22.15,70000.0,4800.0,0
20.99,85000.0,30000.0,1
17.1,40000.0,17625.0,1
20.2,35000.0,4800.0,0
17.1,50600.0,22750.0,1
